region-centroid-col,region-centroid-row,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,class
1,10,1,1,1,1,1,1,1,1,1,1,9,2,7,1,2,9,grass
3,3,1,1,1,1,1,1,2,2,3,2,8,4,3,3,5,3,brickface
5,5,1,1,1,1,1,1,1,1,1,1,8,2,6,1,10,2,foliage
2,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,7,2,window
4,5,1,5,3,1,2,1,1,1,1,1,7,3,6,1,9,2,foliage
3,5,1,1,1,1,1,1,1,1,1,1,8,3,6,1,10,2,foliage
6,6,1,1,1,1,1,1,1,1,1,1,8,3,5,1,7,2,window
6,3,7,1,1,1,1,1,2,2,3,2,8,4,3,3,5,3,brickface
4,5,1,1,1,1,1,1,1,1,1,1,8,3,6,1,10,1,foliage
6,5,4,1,1,1,1,1,4,4,4,3,7,5,4,4,3,2,cement
1,9,4,1,1,1,1,1,2,1,1,2,7,1,9,2,5,9,grass
8,5,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
3,2,1,1,1,1,1,1,2,2,3,2,8,4,3,3,5,3,brickface
9,6,4,5,2,1,1,1,1,1,1,1,8,3,5,1,7,2,window
6,8,1,1,1,1,2,1,4,4,5,4,6,6,3,5,3,2,path
4,5,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
10,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,7,4,brickface
8,4,1,1,1,1,2,1,3,3,3,3,7,4,4,3,3,2,cement
5,9,1,1,1,1,1,1,2,1,1,2,7,2,9,2,5,10,grass
3,4,1,1,1,1,1,1,1,1,1,1,8,3,6,1,9,2,foliage
6,5,1,1,1,1,1,1,1,1,1,1,9,2,5,1,6,4,brickface
1,5,1,1,1,1,1,1,1,1,1,1,9,2,5,1,6,4,brickface
5,7,4,1,1,1,1,1,2,2,2,3,8,1,9,2,4,9,grass
6,2,1,1,1,1,1,1,4,4,5,4,6,5,3,5,3,2,cement
3,3,1,1,1,1,1,1,9,9,10,9,4,7,4,10,2,2,sky
4,5,1,1,1,1,1,1,1,1,1,1,9,2,5,1,6,4,brickface
7,5,1,1,1,1,1,1,1,1,1,1,9,2,6,1,10,2,window
4,6,1,1,1,1,2,1,4,3,4,3,6,6,3,4,4,2,cement
2,6,1,1,1,1,1,1,1,1,1,1,8,3,6,1,9,2,foliage
5,3,1,1,1,1,1,1,9,9,10,9,4,6,4,10,2,2,sky
3,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
7,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
2,6,1,1,1,1,2,1,2,1,2,2,7,2,8,2,5,10,grass
5,2,1,1,1,1,1,1,8,7,9,7,2,8,2,9,3,2,sky
7,3,1,1,1,1,1,1,9,9,10,9,4,6,4,10,2,2,sky
1,3,1,1,1,1,1,1,2,2,2,1,9,4,4,2,5,3,brickface
6,1,1,1,1,1,1,1,9,9,10,9,3,7,4,10,2,2,sky
2,5,1,5,2,1,2,1,1,1,1,1,7,3,5,1,8,2,foliage
3,4,1,1,1,1,1,1,1,1,1,1,8,3,6,1,9,2,foliage
8,7,1,1,1,1,3,1,3,3,4,3,6,5,4,4,3,2,path
7,5,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
3,3,4,1,1,1,1,1,2,2,2,2,9,4,3,2,5,3,brickface
2,3,1,1,1,1,1,1,4,3,4,3,7,4,4,4,3,2,cement
3,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,10,2,window
3,10,4,1,1,1,2,1,2,1,1,2,7,2,8,2,4,10,grass
6,5,1,1,1,1,1,1,3,2,3,2,7,4,5,3,4,2,window
6,8,1,1,1,1,2,1,3,2,3,2,8,4,5,3,3,2,path
7,4,1,1,1,1,1,1,2,2,2,2,7,4,4,2,5,2,window
9,5,1,1,1,1,1,1,2,1,2,1,7,4,5,2,5,2,window
1,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,3,2,window
5,8,1,1,1,1,1,1,1,1,1,2,8,1,9,2,6,9,grass
1,1,1,1,1,1,1,1,8,8,9,8,3,8,3,9,3,2,sky
6,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,1,6,window
2,5,1,1,1,1,1,1,1,1,1,1,8,2,6,1,10,2,foliage
10,6,1,1,2,1,1,1,3,2,4,2,5,6,3,4,5,2,cement
1,4,1,1,1,1,1,1,1,1,1,1,7,3,5,1,10,2,foliage
6,10,1,1,1,1,1,1,2,2,2,2,7,1,8,2,4,10,grass
3,3,1,1,1,1,1,1,9,9,10,9,4,7,4,10,2,2,sky
9,8,1,1,1,1,1,1,4,4,4,3,6,5,3,4,3,2,path
5,7,1,1,1,1,1,1,2,2,2,3,5,2,9,2,5,10,grass
7,3,1,1,1,1,1,1,10,10,10,10,5,5,4,10,2,2,sky
3,5,1,1,1,1,1,1,1,1,1,1,9,2,5,1,7,4,brickface
4,2,1,1,1,1,1,1,9,9,10,9,3,7,4,10,2,2,sky
2,6,1,1,1,1,1,1,1,1,1,1,8,3,6,1,10,2,window
7,4,1,1,1,1,1,1,2,2,3,2,7,4,5,3,4,2,window
8,3,1,1,1,1,1,1,1,1,1,1,8,3,5,1,6,3,window
6,1,1,1,1,1,1,1,8,8,9,8,1,8,5,9,3,1,sky
10,8,1,1,1,1,1,1,4,3,4,3,7,5,3,4,3,2,path
4,1,1,1,1,1,1,1,9,9,10,9,4,6,4,10,2,2,sky
8,4,1,1,1,1,1,1,7,6,8,6,1,10,1,8,4,2,sky
1,4,1,1,1,1,1,1,2,2,2,1,9,3,4,2,4,3,brickface
7,10,4,1,1,1,1,1,1,1,1,2,8,1,10,2,6,9,grass
9,4,1,1,2,1,1,1,1,1,1,1,7,3,6,1,9,2,foliage
6,1,4,1,1,1,1,1,10,9,10,9,4,7,4,10,2,2,sky
7,2,1,1,1,1,1,1,1,1,1,1,9,2,6,1,1,6,window
10,4,1,1,5,4,3,1,3,3,3,2,7,4,4,3,4,2,cement
4,4,1,1,1,1,1,1,1,1,1,1,7,3,5,1,9,2,foliage
9,8,1,5,2,1,2,1,4,4,4,3,7,5,3,4,3,2,path
4,4,1,1,1,1,1,1,2,2,2,1,9,3,4,2,4,3,brickface
1,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,1,6,foliage
8,4,1,1,1,1,1,1,2,1,2,1,7,4,5,2,5,2,window
5,6,1,1,1,1,1,1,1,1,1,1,8,2,6,1,10,2,foliage
7,4,1,1,4,1,1,1,2,1,2,1,6,4,4,2,6,2,window
9,7,1,1,1,1,3,1,3,3,4,3,6,5,4,4,4,2,path
3,6,1,1,1,1,1,1,1,1,1,1,9,2,5,1,6,4,brickface
8,4,1,1,2,1,1,1,1,1,1,1,7,3,6,1,8,2,foliage
10,8,1,1,1,1,1,1,2,1,1,2,7,1,9,2,5,9,grass
1,10,1,1,1,1,1,1,1,1,1,2,8,1,8,2,4,9,grass
2,4,1,1,1,1,1,1,5,5,6,4,5,7,2,6,3,2,cement
7,7,4,1,1,1,1,1,2,2,2,2,9,2,5,2,2,3,cement
7,8,1,1,2,1,1,1,5,4,6,4,5,7,2,6,4,2,path
4,3,1,1,1,1,1,1,9,9,10,9,3,7,4,10,2,2,sky
8,3,1,1,1,1,1,1,3,3,3,3,9,3,5,3,2,3,cement
4,5,1,1,1,1,1,1,1,1,1,1,9,2,5,1,6,4,brickface
7,2,1,1,1,1,1,1,1,1,1,1,9,2,6,1,1,6,window
7,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
9,3,4,1,1,1,1,1,3,3,3,3,9,3,5,3,2,3,cement
7,4,1,1,1,1,2,1,2,2,2,2,8,3,5,2,4,2,window
9,8,1,1,1,1,2,1,4,3,4,3,7,5,3,4,3,2,path
9,3,1,1,1,1,1,1,1,1,1,1,8,3,5,1,7,2,window
8,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
10,7,1,1,1,1,1,1,1,1,1,2,8,2,7,2,3,10,grass
7,8,1,1,1,1,1,1,1,1,1,2,7,1,9,2,5,9,grass
8,8,1,1,1,1,1,1,2,2,2,2,7,1,9,2,4,9,grass
4,5,4,1,1,1,1,1,1,1,1,1,8,3,6,1,9,1,foliage
3,5,1,1,1,1,2,1,3,3,3,3,6,5,4,3,4,2,cement
2,4,1,1,1,1,1,1,1,1,1,1,7,3,6,1,8,2,foliage
9,1,1,1,1,1,1,1,10,10,10,10,6,5,4,10,2,2,sky
8,7,1,1,1,1,3,1,3,3,4,3,6,5,5,4,3,2,path
3,5,4,1,1,1,1,1,2,2,2,2,8,4,5,2,4,2,cement
6,3,1,1,2,1,1,1,2,2,3,2,7,4,4,3,4,2,cement
4,4,4,1,1,1,1,1,2,2,2,1,9,3,4,2,5,3,brickface
6,8,1,1,1,1,1,1,3,3,3,3,7,4,4,3,3,2,path
7,2,1,1,1,1,1,1,8,7,9,7,2,9,2,9,3,2,sky
4,2,1,1,1,1,1,1,8,8,9,8,2,8,4,9,3,2,sky
8,1,1,1,1,1,1,1,10,10,10,10,6,5,5,10,1,2,sky
8,4,1,1,2,1,1,1,1,1,1,1,8,3,5,1,6,2,window
8,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,6,2,window
4,7,1,1,1,1,1,1,4,4,4,3,7,5,3,4,3,2,path
10,5,1,1,2,1,1,1,3,3,4,3,6,5,4,4,4,2,cement
6,8,1,1,1,1,1,1,4,3,4,3,7,5,3,4,3,2,path
2,3,1,1,1,1,1,1,2,2,2,2,9,4,3,2,5,3,brickface
3,6,1,1,1,1,1,1,1,1,1,1,8,3,5,1,7,2,window
8,7,1,1,1,1,3,1,3,3,4,3,6,5,4,4,3,2,path
9,5,1,1,1,1,1,1,1,1,1,1,8,2,6,1,10,2,window
1,9,4,1,2,1,1,1,2,1,1,2,7,1,9,2,5,9,grass
1,4,1,1,1,1,1,1,1,1,1,1,9,2,6,1,10,2,foliage
9,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,7,4,brickface
5,3,1,1,1,1,1,1,5,4,5,4,6,6,2,5,3,2,cement
2,10,4,1,1,1,1,1,2,1,1,2,7,1,9,2,4,9,grass
4,8,1,1,1,1,2,1,4,4,5,4,6,6,3,5,3,2,path
9,9,4,1,1,1,1,1,1,1,1,2,7,2,8,2,4,10,grass
3,5,1,1,1,1,1,1,2,1,3,2,5,6,4,3,7,2,foliage
3,4,4,1,1,1,1,1,2,2,2,1,10,3,4,2,4,4,brickface
1,9,1,1,1,1,1,1,2,1,1,2,7,1,9,2,4,10,grass
1,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
1,4,1,1,1,1,1,1,1,1,1,1,8,3,5,1,10,2,foliage
10,4,1,1,2,1,1,1,2,1,2,1,7,5,4,2,6,2,window
8,5,1,1,1,1,1,1,3,3,4,3,7,4,4,4,3,2,cement
10,4,1,1,1,1,1,1,1,1,2,1,7,4,4,2,7,2,window
3,5,1,1,2,1,1,1,2,2,2,2,7,4,5,2,5,2,window
3,4,1,1,1,1,1,1,1,1,1,1,8,3,6,1,10,2,foliage
2,8,1,1,1,1,1,1,1,1,1,2,8,1,9,2,5,9,grass
5,8,4,1,3,1,1,1,4,4,5,4,5,7,2,5,4,2,path
4,5,1,1,1,1,1,1,2,1,2,1,5,5,5,2,7,2,foliage
10,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,7,4,brickface
2,4,1,5,1,1,1,1,1,1,1,1,7,3,6,1,10,2,foliage
1,8,1,1,1,1,1,1,2,2,1,2,8,1,9,2,5,9,grass
9,9,1,1,1,1,1,1,1,1,1,2,7,1,9,2,5,9,grass
10,5,4,1,1,1,1,1,3,3,4,3,6,5,4,4,4,2,cement
5,4,1,1,1,1,1,1,2,2,2,2,8,4,4,2,5,3,brickface
3,8,4,1,1,1,1,1,2,2,2,2,7,2,9,2,4,10,grass
2,10,1,1,1,1,1,1,2,1,2,2,7,2,8,2,4,10,grass
2,5,1,1,1,1,2,1,4,4,5,4,5,6,3,5,4,2,cement
1,2,7,1,1,1,1,1,2,2,2,2,9,4,4,2,5,3,brickface
8,1,1,1,1,1,1,1,10,10,10,10,6,5,5,10,2,2,sky
1,3,1,1,5,3,3,2,2,2,3,2,5,5,5,3,6,2,foliage
1,3,1,1,2,1,2,1,1,1,1,1,7,4,5,1,8,2,foliage
5,6,4,1,1,1,1,1,5,4,6,4,4,7,3,6,4,2,cement
6,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,7,4,brickface
3,6,1,1,2,1,1,1,2,2,2,2,8,4,4,2,5,3,foliage
8,5,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
9,7,1,1,2,1,3,1,3,3,4,3,6,5,4,4,3,2,path
5,1,1,1,1,1,1,1,9,9,10,9,3,7,4,10,2,2,sky
3,3,1,1,1,1,1,1,2,2,2,2,9,4,3,2,5,3,brickface
10,8,1,1,1,1,1,1,4,4,5,4,6,6,3,5,4,2,path
8,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,1,6,window
5,8,1,1,2,1,1,1,5,4,5,4,5,7,2,5,4,2,path
2,2,1,1,1,1,1,1,9,9,10,9,3,7,4,10,2,2,sky
2,7,1,1,1,1,2,1,1,1,2,1,8,3,6,2,4,1,grass
3,6,1,1,1,1,1,1,1,1,1,1,8,3,5,1,7,2,window
4,6,1,1,2,1,1,1,4,3,5,3,6,6,3,5,4,2,cement
4,3,1,1,1,1,1,1,9,9,10,9,4,7,4,10,2,2,sky
1,9,1,1,1,1,1,1,4,4,5,4,6,6,3,5,3,2,path
2,4,1,1,1,1,1,1,1,1,1,1,8,3,5,1,10,2,foliage
6,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,2,2,window
2,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,1,2,foliage
7,8,1,10,1,1,2,1,4,4,5,3,6,6,3,5,4,2,path
4,3,4,1,1,1,1,1,4,4,4,4,7,5,3,4,3,2,cement
8,5,1,1,1,1,2,1,3,3,4,3,7,4,4,4,3,2,cement
8,10,1,1,1,1,1,1,2,1,2,2,7,2,8,2,3,10,grass
3,5,1,1,1,1,1,1,2,1,2,1,5,6,4,2,8,2,foliage
2,10,4,1,1,1,1,1,1,1,1,2,7,1,8,2,4,10,grass
5,3,1,1,1,1,1,1,8,8,9,8,3,7,4,9,3,2,sky
5,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,1,6,window
5,5,1,1,1,1,1,1,1,1,1,1,9,2,5,1,8,3,brickface
10,4,1,1,1,1,1,1,1,1,1,1,8,3,6,1,10,2,foliage
3,8,1,1,1,1,1,1,5,5,6,4,6,6,2,6,3,2,path
3,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,10,2,window
2,3,1,1,1,1,1,1,4,3,4,3,7,4,4,4,3,2,cement
9,10,1,1,1,1,1,1,1,1,1,1,8,1,8,1,7,9,grass
10,5,1,1,1,1,1,1,1,1,1,1,9,2,6,1,10,2,foliage
2,5,1,1,1,1,1,1,2,1,2,1,7,4,4,2,5,2,window
4,4,1,1,1,1,1,1,2,2,2,2,9,4,3,2,4,3,brickface
7,7,1,1,1,1,1,1,2,1,2,2,7,2,9,2,5,10,grass
5,5,4,1,1,1,1,1,2,2,2,2,8,4,4,2,5,3,brickface
3,1,1,1,1,1,1,1,9,9,10,9,3,7,4,10,2,2,sky
5,5,1,5,1,1,2,1,1,1,1,1,7,4,6,1,8,2,foliage
10,4,1,5,2,1,2,1,1,1,2,1,7,4,5,2,8,2,foliage
3,4,4,1,1,1,1,1,8,7,9,7,2,8,3,9,3,2,sky
7,1,1,1,1,1,1,1,8,8,9,8,2,8,4,9,3,2,sky
2,4,1,1,4,1,3,1,1,1,1,1,8,3,6,1,7,1,foliage
10,4,1,1,1,1,1,1,1,1,2,1,6,5,4,2,7,2,window
10,9,4,1,1,1,1,1,2,1,2,2,7,2,8,2,4,10,grass
9,8,1,1,1,1,1,1,1,1,1,2,8,1,9,2,5,9,grass
5,5,1,1,1,1,1,1,2,2,2,2,7,4,4,2,5,2,cement
9,3,1,1,1,1,1,1,1,1,1,1,8,3,5,1,6,2,window
9,3,1,1,2,1,1,1,1,1,2,1,7,3,5,2,6,2,foliage
7,10,1,1,2,1,2,1,2,2,2,2,7,1,9,2,4,9,grass
2,7,1,1,1,1,1,1,1,1,1,2,8,1,8,1,4,9,grass
5,5,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
7,5,1,1,1,1,1,1,2,2,3,2,7,4,5,3,4,2,window
8,1,1,1,1,1,1,1,8,8,9,8,2,7,4,9,3,2,sky
10,4,1,1,1,1,1,1,1,1,2,1,7,5,4,2,7,2,window
3,5,1,1,1,1,1,1,1,1,1,1,7,3,6,1,9,2,foliage
9,2,4,1,1,1,1,1,8,8,9,8,2,8,4,9,3,2,sky
10,1,4,1,1,1,1,1,9,9,10,9,3,7,4,10,2,2,sky
3,6,4,1,2,1,1,1,2,2,3,2,7,5,4,3,5,2,cement
4,8,1,1,1,1,1,1,4,4,5,4,6,6,3,5,4,2,path
6,3,1,1,1,1,1,1,2,2,3,2,8,4,3,3,5,3,brickface
10,5,1,1,3,1,1,1,2,2,3,2,7,4,5,3,4,2,window
1,3,1,5,2,1,2,1,1,1,2,1,6,4,5,2,7,2,foliage
9,4,1,1,1,1,1,1,1,1,2,1,7,4,5,2,7,2,window
10,6,1,5,2,1,1,1,2,2,3,2,6,5,4,3,5,2,cement
9,3,1,1,1,1,1,1,3,3,3,3,9,3,5,3,2,3,cement
5,6,1,1,1,1,1,1,1,1,1,1,8,3,5,1,8,2,window
8,4,1,1,1,1,1,1,10,10,10,10,5,5,5,10,2,2,sky
9,8,1,1,1,1,1,1,4,3,4,3,6,5,4,4,3,2,path
7,3,1,1,1,1,1,1,4,4,4,3,8,3,4,4,2,3,cement
1,9,1,1,1,1,1,1,5,4,5,4,6,6,2,5,4,2,path
2,1,1,1,1,1,1,1,5,5,6,5,4,7,2,6,4,2,cement
5,10,1,1,1,1,1,1,1,1,1,1,8,1,8,1,6,9,grass
3,5,1,1,1,1,1,1,2,1,3,1,5,6,4,3,7,2,foliage
6,1,4,10,2,1,2,1,4,3,4,3,7,5,4,4,3,2,cement
10,6,1,1,1,1,1,1,1,1,1,1,9,2,5,1,7,4,brickface
2,3,4,1,1,1,1,1,2,2,2,2,8,4,3,2,5,3,brickface
3,5,1,1,8,1,1,1,3,3,3,3,7,4,4,3,4,2,cement
2,5,1,1,1,1,1,1,1,1,1,1,8,3,6,1,10,2,foliage
5,4,1,1,1,1,1,1,1,1,1,1,7,3,6,1,9,2,foliage
1,4,1,1,1,1,1,1,8,8,9,8,6,6,2,9,2,2,sky
1,10,1,1,1,1,1,1,1,1,1,2,8,1,9,2,5,9,grass
5,5,1,1,1,1,1,1,2,2,2,2,9,3,4,2,4,3,brickface
6,3,1,1,1,1,1,1,2,2,3,2,8,5,3,3,5,3,brickface
8,5,1,1,1,1,3,1,3,3,4,3,7,5,4,4,3,2,cement
4,8,1,1,1,1,1,1,4,4,5,4,6,6,3,5,4,2,path
4,10,4,1,1,1,1,1,1,1,1,2,7,2,8,1,5,10,grass
2,2,1,1,1,1,1,1,2,2,2,2,8,4,3,2,5,3,brickface
9,8,1,1,1,1,1,1,4,4,5,4,6,6,2,5,4,2,path
4,6,1,1,1,1,1,1,1,1,1,1,8,3,6,1,10,2,foliage
2,8,1,5,2,1,2,1,5,4,5,4,6,6,3,5,3,2,path
10,3,1,1,1,1,1,1,1,1,1,1,8,3,5,1,6,2,window
8,5,1,1,1,1,1,1,1,1,1,1,8,3,6,1,9,2,foliage
1,4,1,1,1,1,1,1,8,8,9,8,5,7,2,9,2,2,sky
8,9,1,1,1,1,1,1,2,2,2,2,7,1,9,2,4,10,grass
2,4,1,1,1,1,1,1,1,1,1,1,7,2,7,1,7,1,foliage
7,5,1,1,1,1,1,1,3,2,3,2,6,5,4,3,5,2,window
1,6,1,1,1,1,1,1,1,1,1,1,8,2,6,1,10,2,window
3,2,1,1,1,1,1,1,2,2,3,2,7,5,3,3,5,3,brickface
9,4,1,1,1,1,1,1,2,1,2,1,6,5,4,2,6,2,window
6,8,4,1,1,1,1,1,4,4,4,3,7,5,3,4,3,2,path
7,9,1,1,1,1,1,1,2,2,2,3,6,1,10,2,4,10,grass
9,2,4,1,1,1,1,1,4,3,4,3,6,5,4,4,3,2,cement
9,7,1,1,1,1,1,1,2,2,2,2,8,1,9,2,4,9,grass
4,6,1,5,2,1,2,1,1,1,2,1,7,4,5,2,6,2,foliage
3,5,1,1,1,1,1,1,2,1,2,1,7,4,5,2,5,2,window
4,9,1,1,2,1,1,1,2,2,1,2,7,1,9,2,5,9,grass
6,8,4,1,1,1,1,1,5,4,5,4,5,6,2,5,4,2,path
4,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,10,2,foliage
5,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
5,8,1,1,1,1,1,1,4,4,4,3,7,5,3,4,3,2,path
3,7,1,1,2,1,1,1,2,2,3,2,7,5,4,3,5,2,cement
5,10,1,1,1,1,1,1,2,1,1,2,7,1,9,2,4,9,grass
4,2,1,1,1,1,1,1,5,5,6,5,4,8,2,6,4,2,cement
7,5,1,1,1,1,3,1,3,3,4,3,6,5,4,4,4,2,cement
5,4,1,1,1,1,1,1,2,2,3,2,7,5,4,3,5,2,window
8,8,1,1,1,1,1,1,4,4,5,4,6,5,3,5,3,2,path
8,1,1,1,1,1,1,1,8,7,9,7,2,9,2,9,3,2,sky
4,4,4,1,1,1,1,1,2,2,2,1,9,3,4,2,4,3,brickface
1,9,1,1,2,1,2,1,4,4,5,4,5,6,3,5,4,2,path
1,1,4,1,1,1,1,1,5,5,6,5,4,8,2,6,4,2,cement
7,8,1,1,2,1,1,1,4,4,5,4,6,6,3,5,3,2,path
5,5,1,1,2,1,1,1,5,4,5,4,6,5,3,5,3,2,cement
3,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,6,2,window
9,5,1,1,1,1,1,1,1,1,1,1,9,2,6,1,7,2,window
5,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
9,5,1,1,1,1,1,1,1,1,1,1,9,2,6,1,1,6,window
5,5,1,1,1,1,1,1,2,1,2,2,5,6,4,2,7,2,foliage
5,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,6,2,window
5,8,1,1,2,1,1,1,5,5,6,4,5,7,2,6,4,2,path
8,5,1,1,1,1,1,1,3,3,4,3,7,4,4,4,3,2,cement
1,2,1,1,1,1,1,1,2,2,2,1,8,4,4,2,5,3,brickface
3,2,1,1,1,1,1,1,8,7,9,8,1,8,4,9,3,2,sky
4,3,1,1,1,1,1,1,2,2,2,2,9,4,3,2,5,3,brickface
6,6,1,1,1,1,3,1,1,1,1,1,8,3,5,1,5,2,window
8,8,1,1,1,1,1,1,4,4,4,3,7,5,3,4,3,2,path
8,5,1,1,1,1,1,1,1,1,1,1,9,2,6,1,1,4,window
9,3,1,1,1,1,1,1,3,3,4,3,7,5,4,4,3,2,cement
1,10,4,1,1,1,1,1,1,1,1,1,9,2,6,1,2,4,grass
1,9,1,5,1,1,1,1,4,4,5,4,6,6,3,5,4,2,path
7,6,1,1,1,1,1,1,1,1,1,1,8,2,6,1,9,2,window
8,4,1,1,1,1,1,1,5,5,6,5,6,6,2,6,3,2,cement
2,10,1,1,1,1,1,1,1,1,1,2,8,1,9,2,5,9,grass
3,6,1,1,1,1,1,1,1,1,1,1,8,2,6,1,9,2,foliage
8,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
7,8,1,1,1,1,1,1,4,4,5,3,6,6,3,5,4,2,path
2,5,1,1,1,1,1,1,1,1,1,1,9,2,5,1,6,4,brickface
9,6,1,1,1,1,1,1,1,1,2,1,7,4,5,2,7,2,window
1,5,1,1,1,1,1,1,5,4,6,4,4,7,2,6,4,2,cement
1,2,4,1,1,1,1,1,8,8,9,8,3,8,2,9,3,2,sky
5,1,1,1,1,1,1,1,9,9,10,9,3,7,4,10,2,2,sky
4,6,1,1,1,1,1,1,1,1,1,1,8,2,6,1,10,2,foliage
4,5,1,1,1,1,1,1,2,2,2,2,8,4,4,2,4,3,brickface
2,4,4,1,1,1,1,1,2,2,2,2,9,4,3,2,5,3,brickface
4,5,1,1,1,1,1,1,2,2,2,1,10,3,4,2,4,4,brickface
4,2,1,1,1,1,1,1,2,2,3,2,8,4,3,3,5,3,brickface
5,5,1,1,1,1,1,1,2,1,2,1,5,6,4,2,7,2,foliage
1,5,1,1,1,1,1,1,1,1,1,1,8,2,6,1,9,2,foliage
6,5,1,1,1,1,1,1,3,2,3,2,7,4,5,3,4,2,window
4,3,1,1,2,1,1,1,2,2,2,1,9,3,4,2,5,3,brickface
5,3,1,1,1,1,1,1,2,2,3,2,8,5,3,3,5,3,brickface
8,6,1,1,1,1,1,1,2,1,2,2,6,2,9,2,5,10,grass
2,6,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
10,5,1,1,1,1,1,1,1,1,1,1,9,2,6,1,10,2,foliage
10,10,4,1,1,1,1,1,1,1,1,1,8,1,9,1,6,9,grass
3,5,1,1,2,1,1,1,2,2,2,2,8,3,5,2,5,3,foliage
3,1,1,1,1,1,1,1,8,8,9,8,2,8,3,9,3,2,sky
6,4,1,1,3,1,1,1,3,2,3,2,7,5,4,3,4,2,cement
7,7,1,1,1,1,2,1,2,2,2,2,8,1,8,2,3,9,grass
1,5,1,1,1,1,1,1,1,1,1,1,9,2,6,1,8,2,foliage
7,8,1,1,1,1,1,1,1,1,1,2,8,1,9,2,6,9,grass
4,8,1,1,2,1,2,1,3,3,3,3,7,4,4,3,3,2,path
2,3,4,1,1,1,1,1,1,1,1,1,7,3,6,1,9,2,foliage
1,4,1,1,1,1,1,1,5,4,6,4,5,7,2,6,4,2,cement
10,1,1,1,1,1,1,1,9,8,9,9,3,7,4,9,3,2,sky
1,3,1,1,2,1,4,1,2,2,3,2,6,4,5,3,6,2,foliage
5,1,1,1,2,1,1,1,5,5,6,5,6,6,3,6,3,2,cement
7,2,1,1,1,1,1,1,9,9,10,9,3,7,3,10,2,2,sky
9,3,1,1,1,1,1,1,7,6,8,6,2,9,1,8,4,2,sky
4,2,1,1,1,1,1,1,2,2,3,2,8,4,3,3,5,3,brickface
6,4,1,1,1,1,1,1,2,2,2,2,7,5,4,2,5,2,window
4,8,1,1,1,1,2,1,3,3,3,2,7,4,4,3,3,2,path
10,3,1,1,1,1,1,1,7,6,8,6,1,10,1,8,4,2,sky
2,5,1,1,1,1,1,1,1,1,1,1,8,3,6,1,10,2,foliage
6,5,1,1,1,1,1,1,1,1,1,1,9,2,5,1,6,4,brickface
7,5,1,1,1,1,1,1,1,1,1,1,10,2,5,1,6,4,brickface
6,4,4,1,1,1,1,1,2,2,3,2,8,5,3,3,5,3,brickface
5,8,4,1,1,1,1,1,2,1,1,2,7,1,9,2,5,10,grass
3,8,1,5,1,1,2,1,4,4,5,4,6,6,3,5,3,2,path
10,6,1,1,1,1,1,1,1,1,1,1,9,2,6,1,1,6,window
5,9,1,1,1,1,1,1,1,1,1,2,7,1,9,2,5,9,grass
5,1,1,1,1,1,1,1,8,8,9,8,3,7,4,9,3,2,sky
3,5,1,1,1,1,1,1,2,1,2,1,7,4,5,2,6,3,foliage
1,5,1,1,1,1,1,1,2,2,2,1,9,3,4,2,4,3,brickface
4,8,1,1,1,1,2,1,4,4,5,4,6,6,2,5,4,2,path
1,5,1,1,1,1,1,1,1,1,1,1,9,2,6,1,7,2,foliage
